crank_nicolson   n= 10 dx= 0.1 dt= 0.0075t_steps 13333
0.0025,0,5.95347,11.3242,15.5864,18.3229,19.2658,18.3229,15.5864,11.3242,5.95347,0
0.025,0,3.08212,5.86623,8.08385,9.52248,10.0461,9.60745,8.25195,6.11158,3.2553,0
0.05,0,1.49805,2.8525,3.93357,4.63775,4.89774,4.68883,4.03122,2.98798,1.59233,0
0.075,0,0.73012,1.39033,1.91742,2.26093,2.38797,2.28641,1.96596,1.45732,0.776668,0
0.1,0,0.355968,0.677856,0.934849,1.10234,1.1643,1.1148,0.958569,0.710572,0.378697,0
0.125,0,0.173558,0.3305,0.455802,0.537468,0.567679,0.543543,0.467371,0.346455,0.184642,0
0.15,0,0.0846216,0.161142,0.222235,0.262053,0.276783,0.265015,0.227876,0.168921,0.090026,0
0.175,0,0.0412589,0.0785679,0.108355,0.127769,0.134951,0.129213,0.111105,0.0823608,0.043894,0
0.2,0,0.0201166,0.0383073,0.0528307,0.0622963,0.065798,0.0630005,0.0541716,0.0401566,0.0214014,0
0.225,0,0.00980824,0.0186775,0.0257586,0.0303738,0.0320811,0.0307171,0.0264124,0.0195792,0.0104347,0
0.25,0,0.0047822,0.00910658,0.0125591,0.0148093,0.0156418,0.0149767,0.0128779,0.0095462,0.00508762,0
0.275,0,0.00233166,0.00444009,0.00612345,0.00722058,0.00762645,0.0073022,0.00627887,0.00465444,0.00248057,0
0.3,0,0.00113684,0.00216485,0.00298561,0.00352054,0.00371843,0.00356033,0.00306139,0.00226936,0.00120945,0
0.325,0,0.000554291,0.00105552,0.00145569,0.00171651,0.00181299,0.00173591,0.00149264,0.00110647,0.000589692,0
0.35,0,0.000270255,0.000514638,0.000709751,0.000836917,0.00088396,0.000846377,0.000727766,0.000539482,0.000287516,0
0.375,0,0.000131768,0.000250922,0.000346053,0.000408055,0.000430992,0.000412668,0.000354837,0.000263035,0.000140184,0
0.4,0,6.42462e-05,0.000122342,0.000168725,0.000198955,0.000210139,0.000201204,0.000173008,0.000128248,6.83494e-05,0
