Time = 0.0001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.0786974,0.157084,0.234851,0.311691,0.387301,0.461382,0.533643,0.603797,0.671569,0.73669,0.798904,0.857965,0.91364,0.965709,1.01397,1.05822,1.0983,1.13405,1.16532,1.19199,1.21396,1.23113,1.24345,1.25086,1.25333,1.25086,1.24345,1.23113,1.21396,1.19199,1.16532,1.13405,1.0983,1.05822,1.01397,0.965709,0.91364,0.857965,0.798904,0.73669,0.671569,0.603797,0.533643,0.461382,0.387301,0.311691,0.234851,0.157084,0.0786974,0,
0,0.157084,0.313548,0.468775,0.622152,0.773073,0.920944,1.06518,1.20521,1.34049,1.47047,1.59466,1.71254,1.82367,1.92761,2.02393,2.11227,2.19227,2.26362,2.32604,2.37928,2.42312,2.45741,2.48199,2.49678,2.50172,2.49678,2.48199,2.45741,2.42312,2.37928,2.32604,2.26362,2.19227,2.11227,2.02393,1.92761,1.82367,1.71254,1.59466,1.47047,1.34049,1.20521,1.06518,0.920944,0.773073,0.622152,0.468775,0.313548,0.157084,0,
0,0.234851,0.468775,0.700849,0.930158,1.1558,1.37687,1.59251,1.80187,2.00412,2.19845,2.38411,2.56036,2.72651,2.8819,3.02591,3.15798,3.27759,3.38426,3.47758,3.55717,3.62272,3.67398,3.71074,3.73285,3.74023,3.73285,3.71074,3.67398,3.62272,3.55717,3.47758,3.38426,3.27759,3.15798,3.02591,2.8819,2.72651,2.56036,2.38411,2.19845,2.00412,1.80187,1.59251,1.37687,1.1558,0.930158,0.700849,0.468775,0.234851,0,
0,0.311691,0.622152,0.930158,1.23449,1.53396,1.82736,2.11356,2.39142,2.65984,2.91776,3.16416,3.39808,3.61859,3.82481,4.01595,4.19123,4.34997,4.49155,4.61539,4.72103,4.80803,4.87606,4.92484,4.95419,4.96398,4.95419,4.92484,4.87606,4.80803,4.72103,4.61539,4.49155,4.34997,4.19123,4.01595,3.82481,3.61859,3.39808,3.16416,2.91776,2.65984,2.39142,2.11356,1.82736,1.53396,1.23449,0.930158,0.622152,0.311691,0,
0,0.387301,0.773073,1.1558,1.53396,1.90606,2.27065,2.62627,2.97153,3.30506,3.62554,3.93172,4.22239,4.49638,4.75264,4.99013,5.20794,5.40519,5.5811,5.735,5.86625,5.97436,6.05889,6.11951,6.15597,6.16814,6.15597,6.11951,6.05889,5.97436,5.86625,5.735,5.5811,5.40519,5.20794,4.99013,4.75264,4.49638,4.22239,3.93172,3.62554,3.30506,2.97153,2.62627,2.27065,1.90606,1.53396,1.1558,0.773073,0.387301,0,
0,0.461382,0.920944,1.37687,1.82736,2.27065,2.70497,3.12861,3.53991,3.93724,4.31902,4.68377,5.03003,5.35643,5.6617,5.94463,6.20409,6.43907,6.64864,6.83196,6.98833,7.11711,7.21781,7.29002,7.33346,7.34796,7.33346,7.29002,7.21781,7.11711,6.98833,6.83196,6.64864,6.43907,6.20409,5.94463,5.6617,5.35643,5.03003,4.68377,4.31902,3.93724,3.53991,3.12861,2.70497,2.27065,1.82736,1.37687,0.920944,0.461382,0,
0,0.533643,1.06518,1.59251,2.11356,2.62627,3.12861,3.61861,4.09432,4.55388,4.99546,5.41733,5.81782,6.19535,6.54842,6.87566,7.17576,7.44754,7.68993,7.90197,8.08282,8.23178,8.34825,8.43177,8.48201,8.49878,8.48201,8.43177,8.34825,8.23178,8.08282,7.90197,7.68993,7.44754,7.17576,6.87566,6.54842,6.19535,5.81782,5.41733,4.99546,4.55388,4.09432,3.61861,3.12861,2.62627,2.11356,1.59251,1.06518,0.533643,0,
0,0.603797,1.20521,1.80187,2.39142,2.97153,3.53991,4.09432,4.63257,5.15254,5.65218,6.12951,6.58265,7.00981,7.4093,7.77956,8.11911,8.42662,8.70087,8.94079,9.14542,9.31395,9.44573,9.54024,9.59709,9.61606,9.59709,9.54024,9.44573,9.31395,9.14542,8.94079,8.70087,8.42662,8.11911,7.77956,7.4093,7.00981,6.58265,6.12951,5.65218,5.15254,4.63257,4.09432,3.53991,2.97153,2.39142,1.80187,1.20521,0.603797,0,
0,0.671569,1.34049,2.00412,2.65984,3.30506,3.93724,4.55388,5.15254,5.73088,6.28659,6.8175,7.3215,7.7966,8.24094,8.65275,9.03042,9.37244,9.67748,9.94432,10.1719,10.3594,10.5059,10.6111,10.6743,10.6954,10.6743,10.6111,10.5059,10.3594,10.1719,9.94432,9.67748,9.37244,9.03042,8.65275,8.24094,7.7966,7.3215,6.8175,6.28659,5.73088,5.15254,4.55388,3.93724,3.30506,2.65984,2.00412,1.34049,0.671569,0,
0,0.73669,1.47047,2.19845,2.91776,3.62554,4.31902,4.99546,5.65218,6.28659,6.8962,7.47858,8.03145,8.55263,9.04005,9.4918,9.90608,10.2813,10.6159,10.9086,11.1583,11.3639,11.5247,11.64,11.7094,11.7325,11.7094,11.64,11.5247,11.3639,11.1583,10.9086,10.6159,10.2813,9.90608,9.4918,9.04005,8.55263,8.03145,7.47858,6.8962,6.28659,5.65218,4.99546,4.31902,3.62554,2.91776,2.19845,1.47047,0.73669,0,
0,0.798904,1.59466,2.38411,3.16416,3.93172,4.68377,5.41733,6.12951,6.8175,7.47858,8.11015,8.70971,9.2749,9.80349,10.2934,10.7427,11.1495,11.5124,11.8298,12.1006,12.3236,12.498,12.623,12.6982,12.7233,12.6982,12.623,12.498,12.3236,12.1006,11.8298,11.5124,11.1495,10.7427,10.2934,9.80349,9.2749,8.70971,8.11015,7.47858,6.8175,6.12951,5.41733,4.68377,3.93172,3.16416,2.38411,1.59466,0.798904,0,
0,0.857965,1.71254,2.56036,3.39808,4.22239,5.03003,5.81782,6.58265,7.3215,8.03145,8.70971,9.3536,9.96057,10.5282,11.0543,11.5368,11.9738,12.3635,12.7044,12.9952,13.2346,13.4219,13.5562,13.637,13.6639,13.637,13.5562,13.4219,13.2346,12.9952,12.7044,12.3635,11.9738,11.5368,11.0543,10.5282,9.96057,9.3536,8.70971,8.03145,7.3215,6.58265,5.81782,5.03003,4.22239,3.39808,2.56036,1.71254,0.857965,0,
0,0.91364,1.82367,2.72651,3.61859,4.49638,5.35643,6.19535,7.00981,7.7966,8.55263,9.2749,9.96057,10.6069,11.2114,11.7717,12.2855,12.7508,13.1658,13.5288,13.8384,14.0935,14.2929,14.4359,14.5219,14.5506,14.5219,14.4359,14.2929,14.0935,13.8384,13.5288,13.1658,12.7508,12.2855,11.7717,11.2114,10.6069,9.96057,9.2749,8.55263,7.7966,7.00981,6.19535,5.35643,4.49638,3.61859,2.72651,1.82367,0.91364,0,
0,0.965709,1.92761,2.8819,3.82481,4.75264,5.6617,6.54842,7.4093,8.24094,9.04005,9.80349,10.5282,11.2114,11.8504,12.4426,12.9856,13.4775,13.9161,14.2998,14.6271,14.8967,15.1074,15.2586,15.3495,15.3799,15.3495,15.2586,15.1074,14.8967,14.6271,14.2998,13.9161,13.4775,12.9856,12.4426,11.8504,11.2114,10.5282,9.80349,9.04005,8.24094,7.4093,6.54842,5.6617,4.75264,3.82481,2.8819,1.92761,0.965709,0,
0,1.01397,2.02393,3.02591,4.01595,4.99013,5.94463,6.87566,7.77956,8.65275,9.4918,10.2934,11.0543,11.7717,12.4426,13.0643,13.6346,14.151,14.6115,15.0144,15.3581,15.6411,15.8624,16.0211,16.1165,16.1484,16.1165,16.0211,15.8624,15.6411,15.3581,15.0144,14.6115,14.151,13.6346,13.0643,12.4426,11.7717,11.0543,10.2934,9.4918,8.65275,7.77956,6.87566,5.94463,4.99013,4.01595,3.02591,2.02393,1.01397,0,
0,1.05822,2.11227,3.15798,4.19123,5.20794,6.20409,7.17576,8.11911,9.03042,9.90608,10.7427,11.5368,12.2855,12.9856,13.6346,14.2297,14.7686,15.2493,15.6697,16.0284,16.3238,16.5547,16.7203,16.82,16.8532,16.82,16.7203,16.5547,16.3238,16.0284,15.6697,15.2493,14.7686,14.2297,13.6346,12.9856,12.2855,11.5368,10.7427,9.90608,9.03042,8.11911,7.17576,6.20409,5.20794,4.19123,3.15798,2.11227,1.05822,0,
0,1.0983,2.19227,3.27759,4.34997,5.40519,6.43907,7.44754,8.42662,9.37244,10.2813,11.1495,11.9738,12.7508,13.4775,14.151,14.7686,15.328,15.8268,16.2632,16.6355,16.942,17.1817,17.3536,17.457,17.4915,17.457,17.3536,17.1817,16.942,16.6355,16.2632,15.8268,15.328,14.7686,14.151,13.4775,12.7508,11.9738,11.1495,10.2813,9.37244,8.42662,7.44754,6.43907,5.40519,4.34997,3.27759,2.19227,1.0983,0,
0,1.13405,2.26362,3.38426,4.49155,5.5811,6.64864,7.68993,8.70087,9.67748,10.6159,11.5124,12.3635,13.1658,13.9161,14.6115,15.2493,15.8268,16.3419,16.7925,17.1769,17.4934,17.7409,17.9184,18.0252,18.0608,18.0252,17.9184,17.7409,17.4934,17.1769,16.7925,16.3419,15.8268,15.2493,14.6115,13.9161,13.1658,12.3635,11.5124,10.6159,9.67748,8.70087,7.68993,6.64864,5.5811,4.49155,3.38426,2.26362,1.13405,0,
0,1.16532,2.32604,3.47758,4.61539,5.735,6.83196,7.90197,8.94079,9.94432,10.9086,11.8298,12.7044,13.5288,14.2998,15.0144,15.6697,16.2632,16.7925,17.2556,17.6505,17.9758,18.2301,18.4125,18.5222,18.5588,18.5222,18.4125,18.2301,17.9758,17.6505,17.2556,16.7925,16.2632,15.6697,15.0144,14.2998,13.5288,12.7044,11.8298,10.9086,9.94432,8.94079,7.90197,6.83196,5.735,4.61539,3.47758,2.32604,1.16532,0,
0,1.19199,2.37928,3.55717,4.72103,5.86625,6.98833,8.08282,9.14542,10.1719,11.1583,12.1006,12.9952,13.8384,14.6271,15.3581,16.0284,16.6355,17.1769,17.6505,18.0545,18.3872,18.6473,18.8339,18.9461,18.9836,18.9461,18.8339,18.6473,18.3872,18.0545,17.6505,17.1769,16.6355,16.0284,15.3581,14.6271,13.8384,12.9952,12.1006,11.1583,10.1719,9.14542,8.08282,6.98833,5.86625,4.72103,3.55717,2.37928,1.19199,0,
0,1.21396,2.42312,3.62272,4.80803,5.97436,7.11711,8.23178,9.31395,10.3594,11.3639,12.3236,13.2346,14.0935,14.8967,15.6411,16.3238,16.942,17.4934,17.9758,18.3872,18.726,18.991,19.181,19.2953,19.3334,19.2953,19.181,18.991,18.726,18.3872,17.9758,17.4934,16.942,16.3238,15.6411,14.8967,14.0935,13.2346,12.3236,11.3639,10.3594,9.31395,8.23178,7.11711,5.97436,4.80803,3.62272,2.42312,1.21396,0,
0,1.23113,2.45741,3.67398,4.87606,6.05889,7.21781,8.34825,9.44573,10.5059,11.5247,12.498,13.4219,14.2929,15.1074,15.8624,16.5547,17.1817,17.7409,18.2301,18.6473,18.991,19.2597,19.4524,19.5683,19.607,19.5683,19.4524,19.2597,18.991,18.6473,18.2301,17.7409,17.1817,16.5547,15.8624,15.1074,14.2929,13.4219,12.498,11.5247,10.5059,9.44573,8.34825,7.21781,6.05889,4.87606,3.67398,2.45741,1.23113,0,
