Time = 0.0004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.0155846,0.0309233,0.0457744,0.0599036,0.0730881,0.08512,0.0958094,0.104988,0.112511,0.118259,0.122142,0.1241,0.1241,0.122142,0.118259,0.112511,0.104988,0.0958094,0.08512,0.0730881,0.0599036,0.0457744,0.0309233,0.0155846,0,
0,0.0309233,0.061359,0.090827,0.118863,0.145024,0.168898,0.190108,0.20832,0.223247,0.234653,0.242359,0.246242,0.246242,0.242359,0.234653,0.223247,0.20832,0.190108,0.168898,0.145024,0.118863,0.090827,0.061359,0.0309233,0,
0,0.0457744,0.090827,0.134447,0.175947,0.214672,0.250012,0.281408,0.308367,0.330463,0.347347,0.358753,0.364501,0.364501,0.358753,0.347347,0.330463,0.308367,0.281408,0.250012,0.214672,0.175947,0.134447,0.090827,0.0457744,0,
0,0.0599036,0.118863,0.175947,0.230257,0.280935,0.327183,0.368271,0.403551,0.432467,0.454562,0.469489,0.477012,0.477012,0.469489,0.454562,0.432467,0.403551,0.368271,0.327183,0.280935,0.230257,0.175947,0.118863,0.0599036,0,
0,0.0730881,0.145024,0.214672,0.280935,0.342767,0.399194,0.449325,0.49237,0.52765,0.554609,0.572821,0.582,0.582,0.572821,0.554609,0.52765,0.49237,0.449325,0.399194,0.342767,0.280935,0.214672,0.145024,0.0730881,0,
0,0.08512,0.168898,0.250012,0.327183,0.399194,0.46491,0.523293,0.573425,0.614513,0.645909,0.66712,0.677809,0.677809,0.66712,0.645909,0.614513,0.573425,0.523293,0.46491,0.399194,0.327183,0.250012,0.168898,0.08512,0,
0,0.0958094,0.190108,0.281408,0.368271,0.449325,0.523293,0.589009,0.645436,0.691684,0.727023,0.750897,0.762929,0.762929,0.750897,0.727023,0.691684,0.645436,0.589009,0.523293,0.449325,0.368271,0.281408,0.190108,0.0958094,0,
0,0.104988,0.20832,0.308367,0.403551,0.49237,0.573425,0.645436,0.707268,0.757947,0.796672,0.822833,0.836017,0.836017,0.822833,0.796672,0.757947,0.707268,0.645436,0.573425,0.49237,0.403551,0.308367,0.20832,0.104988,0,
0,0.112511,0.223247,0.330463,0.432467,0.52765,0.614513,0.691684,0.757947,0.812256,0.853756,0.881792,0.895921,0.895921,0.881792,0.853756,0.812256,0.757947,0.691684,0.614513,0.52765,0.432467,0.330463,0.223247,0.112511,0,
0,0.118259,0.234653,0.347347,0.454562,0.554609,0.645909,0.727023,0.796672,0.853756,0.897376,0.926844,0.941695,0.941695,0.926844,0.897376,0.853756,0.796672,0.727023,0.645909,0.554609,0.454562,0.347347,0.234653,0.118259,0,
0,0.122142,0.242359,0.358753,0.469489,0.572821,0.66712,0.750897,0.822833,0.881792,0.926844,0.95728,0.972619,0.972619,0.95728,0.926844,0.881792,0.822833,0.750897,0.66712,0.572821,0.469489,0.358753,0.242359,0.122142,0,
0,0.1241,0.246242,0.364501,0.477012,0.582,0.677809,0.762929,0.836017,0.895921,0.941695,0.972619,0.988203,0.988203,0.972619,0.941695,0.895921,0.836017,0.762929,0.677809,0.582,0.477012,0.364501,0.246242,0.1241,0,
0,0.1241,0.246242,0.364501,0.477012,0.582,0.677809,0.762929,0.836017,0.895921,0.941695,0.972619,0.988203,0.988203,0.972619,0.941695,0.895921,0.836017,0.762929,0.677809,0.582,0.477012,0.364501,0.246242,0.1241,0,
0,0.122142,0.242359,0.358753,0.469489,0.572821,0.66712,0.750897,0.822833,0.881792,0.926844,0.95728,0.972619,0.972619,0.95728,0.926844,0.881792,0.822833,0.750897,0.66712,0.572821,0.469489,0.358753,0.242359,0.122142,0,
0,0.118259,0.234653,0.347347,0.454562,0.554609,0.645909,0.727023,0.796672,0.853756,0.897376,0.926844,0.941695,0.941695,0.926844,0.897376,0.853756,0.796672,0.727023,0.645909,0.554609,0.454562,0.347347,0.234653,0.118259,0,
0,0.112511,0.223247,0.330463,0.432467,0.52765,0.614513,0.691684,0.757947,0.812256,0.853756,0.881792,0.895921,0.895921,0.881792,0.853756,0.812256,0.757947,0.691684,0.614513,0.52765,0.432467,0.330463,0.223247,0.112511,0,
0,0.104988,0.20832,0.308367,0.403551,0.49237,0.573425,0.645436,0.707268,0.757947,0.796672,0.822833,0.836017,0.836017,0.822833,0.796672,0.757947,0.707268,0.645436,0.573425,0.49237,0.403551,0.308367,0.20832,0.104988,0,
0,0.0958094,0.190108,0.281408,0.368271,0.449325,0.523293,0.589009,0.645436,0.691684,0.727023,0.750897,0.762929,0.762929,0.750897,0.727023,0.691684,0.645436,0.589009,0.523293,0.449325,0.368271,0.281408,0.190108,0.0958094,0,
0,0.08512,0.168898,0.250012,0.327183,0.399194,0.46491,0.523293,0.573425,0.614513,0.645909,0.66712,0.677809,0.677809,0.66712,0.645909,0.614513,0.573425,0.523293,0.46491,0.399194,0.327183,0.250012,0.168898,0.08512,0,
0,0.0730881,0.145024,0.214672,0.280935,0.342767,0.399194,0.449325,0.49237,0.52765,0.554609,0.572821,0.582,0.582,0.572821,0.554609,0.52765,0.49237,0.449325,0.399194,0.342767,0.280935,0.214672,0.145024,0.0730881,0,
0,0.0599036,0.118863,0.175947,0.230257,0.280935,0.327183,0.368271,0.403551,0.432467,0.454562,0.469489,0.477012,0.477012,0.469489,0.454562,0.432467,0.403551,0.368271,0.327183,0.280935,0.230257,0.175947,0.118863,0.0599036,0,
0,0.0457744,0.090827,0.134447,0.175947,0.214672,0.250012,0.281408,0.308367,0.330463,0.347347,0.358753,0.364501,0.364501,0.358753,0.347347,0.330463,0.308367,0.281408,0.250012,0.214672,0.175947,0.134447,0.090827,0.0457744,0,
0,0.0309233,0.061359,0.090827,0.118863,0.145024,0.168898,0.190108,0.20832,0.223247,0.234653,0.242359,0.246242,0.246242,0.242359,0.234653,0.223247,0.20832,0.190108,0.168898,0.145024,0.118863,0.090827,0.061359,0.0309233,0,
