backward_euler   n= 10 dx= 0.1 dt= 0.005t_steps 19999
0.0025,0,5.89198,11.2072,15.4255,18.1342,19.069,18.1417,15.4557,11.3205,6.31499,0
0.025,0,3.84185,7.31326,10.082,11.8881,12.5713,12.0856,10.5013,7.98929,4.79359,0
0.05,0,2.41773,4.60896,6.36945,7.53696,8.00641,7.73887,6.76366,5.17399,3.11686,0
0.075,0,1.53532,2.92866,4.05141,4.80031,5.107,4.94412,4.32753,3.31453,1.99836,0
0.1,0,0.978182,1.86629,2.58258,3.06121,3.25828,3.15583,2.76345,2.11731,1.27684,0
0.125,0,0.623856,1.19034,1.64736,1.9529,2.0789,2.01381,1.76365,1.35142,0.815026,0
0.15,0,0.397999,0.759409,1.05101,1.24599,1.32643,1.28496,1.12538,0.862362,0.520091,0
0.175,0,0.253933,0.484525,0.670578,0.794991,0.84633,0.819875,0.718061,0.550246,0.331856,0
0.2,0,0.16202,0.309148,0.427859,0.507242,0.54,0.523123,0.458162,0.351088,0.211743,0
0.225,0,0.103377,0.197251,0.272994,0.323645,0.344547,0.333778,0.29233,0.224012,0.135103,0
0.25,0,0.0659593,0.125856,0.174184,0.206501,0.219838,0.212967,0.186521,0.142931,0.0862025,0
0.275,0,0.0420853,0.0803021,0.111138,0.131758,0.140267,0.135884,0.11901,0.0911969,0.0550014,0
0.3,0,0.0268525,0.0512367,0.0709114,0.0840681,0.0894975,0.0867005,0.0759342,0.0581882,0.0350936,0
0.325,0,0.0171332,0.0326916,0.045245,0.0536396,0.0571038,0.0553192,0.0484498,0.0371269,0.0223915,0
0.35,0,0.0109318,0.0208588,0.0288686,0.0342247,0.0364351,0.0352964,0.0309133,0.0236888,0.0142869,0
0.375,0,0.00697505,0.013309,0.0184196,0.0218371,0.0232474,0.0225208,0.0197242,0.0151146,0.00911573,0
0.4,0,0.00445043,0.00849178,0.0117526,0.0139331,0.014833,0.0143694,0.012585,0.00964389,0.00581629,0
0.425,0,0.00283959,0.00541818,0.00749874,0.00889003,0.00946417,0.00916839,0.00802988,0.00615328,0.00371108,0
0.45,0,0.0018118,0.00345707,0.00478456,0.00567228,0.00603861,0.00584989,0.00512346,0.00392609,0.00236785,0
0.475,0,0.00115602,0.00220578,0.00305279,0.00361919,0.00385293,0.00373252,0.00326902,0.00250504,0.00151081,0
0.5,0,0.000737597,0.0014074,0.00194783,0.00230923,0.00245836,0.00238153,0.0020858,0.00159834,0.00096397,0
0.525,0,0.000470623,0.000897988,0.00124281,0.0014734,0.00156856,0.00151953,0.00133084,0.00101982,0.00061506,0
0.55,0,0.000300281,0.000572961,0.000792976,0.000940102,0.00100082,0.000969538,0.000849143,0.000650696,0.000392439,0
0.575,0,0.000191594,0.000365577,0.000505958,0.000599832,0.00063857,0.000618613,0.000541795,0.000415176,0.000250395,0
0.6,0,0.000122247,0.000233256,0.000322826,0.000382722,0.00040744,0.000394706,0.000345692,0.000264903,0.000159765,0
0.625,0,7.79993e-05,0.000148829,0.000205979,0.000244196,0.000259967,0.000251842,0.000220569,0.000169021,0.000101938,0
0.65,0,4.97674e-05,9.49604e-05,0.000131425,0.000155809,0.000165872,0.000160688,0.000140734,0.000107844,6.50413e-05,0
0.675,0,3.17541e-05,6.05894e-05,8.38555e-05,9.94138e-05,0.000105834,0.000102527,8.97951e-05,6.88097e-05,4.14996e-05,0
0.7,0,2.02607e-05,3.8659e-05,5.3504e-05,6.34309e-05,6.75275e-05,6.54171e-05,5.72937e-05,4.3904e-05,2.64788e-05,0
0.725,0,1.29273e-05,2.46664e-05,3.41382e-05,4.04721e-05,4.30859e-05,4.17393e-05,3.65562e-05,2.80129e-05,1.68948e-05,0
0.75,0,8.24827e-06,1.57384e-05,2.17818e-05,2.58232e-05,2.74909e-05,2.66318e-05,2.33247e-05,1.78736e-05,1.07797e-05,0
0.775,0,5.2628e-06,1.00419e-05,1.38979e-05,1.64765e-05,1.75406e-05,1.69924e-05,1.48823e-05,1.14043e-05,6.87798e-06,0
0.8,0,3.35793e-06,6.4072e-06,8.86754e-06,1.05128e-05,1.11917e-05,1.0842e-05,9.49564e-06,7.27649e-06,4.38849e-06,0
0.825,0,2.14252e-06,4.08811e-06,5.65793e-06,6.70769e-06,7.14089e-06,6.91772e-06,6.05869e-06,4.64276e-06,2.80008e-06,0
0.85,0,1.36704e-06,2.60842e-06,3.61004e-06,4.27984e-06,4.55624e-06,4.41385e-06,3.86574e-06,2.96231e-06,1.78659e-06,0
0.875,0,8.72237e-07,1.6643e-06,2.30338e-06,2.73075e-06,2.90711e-06,2.81625e-06,2.46653e-06,1.8901e-06,1.13993e-06,0
0.9,0,5.5653e-07,1.06191e-06,1.46967e-06,1.74235e-06,1.85488e-06,1.79691e-06,1.57377e-06,1.20598e-06,7.27332e-07,0
0.925,0,3.55094e-07,6.77548e-07,9.37724e-07,1.11171e-06,1.1835e-06,1.14652e-06,1.00414e-06,7.69473e-07,4.64074e-07,0
0.95,0,2.26567e-07,4.32309e-07,5.98314e-07,7.09324e-07,7.55134e-07,7.31534e-07,6.40694e-07,4.90962e-07,2.96102e-07,0
0.975,0,1.44561e-07,2.75835e-07,3.81754e-07,4.52584e-07,4.81813e-07,4.66755e-07,4.08794e-07,3.13258e-07,1.88928e-07,0
1,0,9.22372e-08,1.75996e-07,2.43578e-07,2.88771e-07,3.0742e-07,2.97813e-07,2.60831e-07,1.99874e-07,1.20545e-07,0
1.025,0,5.88519e-08,1.12294e-07,1.55415e-07,1.8425e-07,1.96149e-07,1.90019e-07,1.66423e-07,1.2753e-07,7.69139e-08,0
1.05,0,3.75504e-08,7.16493e-08,9.91624e-08,1.17561e-07,1.25153e-07,1.21242e-07,1.06186e-07,8.13702e-08,4.90749e-08,0
1.075,0,2.3959e-08,4.57158e-08,6.32705e-08,7.50095e-08,7.98538e-08,7.73582e-08,6.7752e-08,5.19182e-08,3.13122e-08,0
1.1,0,1.5287e-08,2.91689e-08,4.03697e-08,4.78598e-08,5.09507e-08,4.93584e-08,4.32291e-08,3.31264e-08,1.99787e-08,0
1.125,0,9.75389e-09,1.86112e-08,2.57579e-08,3.05369e-08,3.25091e-08,3.14931e-08,2.75823e-08,2.11363e-08,1.27474e-08,0
1.15,0,6.22346e-09,1.18749e-08,1.64348e-08,1.94841e-08,2.07424e-08,2.00941e-08,1.75989e-08,1.3486e-08,8.13348e-09,0
1.175,0,3.97088e-09,7.57676e-09,1.04862e-08,1.24318e-08,1.32347e-08,1.28211e-08,1.1229e-08,8.60472e-09,5.18956e-09,0
1.2,0,2.53362e-09,4.83435e-09,6.69072e-09,7.9321e-09,8.44438e-09,8.18047e-09,7.16463e-09,5.49024e-09,3.3112e-09,0
1.225,0,1.61657e-09,3.08455e-09,4.26901e-09,5.06107e-09,5.38793e-09,5.21954e-09,4.57139e-09,3.50304e-09,2.11271e-09,0
1.25,0,1.03145e-09,1.9681e-09,2.72384e-09,3.22921e-09,3.43777e-09,3.33033e-09,2.91677e-09,2.23512e-09,1.34801e-09,0
1.275,0,6.58118e-10,1.25574e-09,1.73794e-09,2.0604e-09,2.19346e-09,2.12491e-09,1.86105e-09,1.42611e-09,8.60099e-10,0
1.3,0,4.19912e-10,8.01227e-10,1.10889e-09,1.31464e-09,1.39954e-09,1.3558e-09,1.18744e-09,9.09931e-10,5.48785e-10,0
1.325,0,2.67925e-10,5.11222e-10,7.0753e-10,8.38803e-10,8.92975e-10,8.65067e-10,7.57645e-10,5.80581e-10,3.50152e-10,0
1.35,0,1.70949e-10,3.26185e-10,4.51439e-10,5.35198e-10,5.69762e-10,5.51956e-10,4.83415e-10,3.7044e-10,2.23414e-10,0
1.375,0,1.09074e-10,2.08122e-10,2.8804e-10,3.41483e-10,3.63537e-10,3.52175e-10,3.08443e-10,2.36359e-10,1.42549e-10,0
1.4,0,6.95946e-11,1.32792e-10,1.83784e-10,2.17883e-10,2.31954e-10,2.24705e-10,1.96802e-10,1.50809e-10,9.09536e-11,0
1.425,0,4.44048e-11,8.47281e-11,1.17263e-10,1.3902e-10,1.47998e-10,1.43373e-10,1.25569e-10,9.62233e-11,5.80329e-11,0
1.45,0,2.83325e-11,5.40607e-11,7.48198e-11,8.87016e-11,9.44302e-11,9.14791e-11,8.01193e-11,6.13953e-11,3.70279e-11,0
1.475,0,1.80775e-11,3.44934e-11,4.77387e-11,5.6596e-11,6.02512e-11,5.83682e-11,5.11201e-11,3.91732e-11,2.36256e-11,0
1.5,0,1.15344e-11,2.20085e-11,3.04597e-11,3.61111e-11,3.84432e-11,3.72418e-11,3.26172e-11,2.49944e-11,1.50743e-11,0
1.525,0,7.35949e-12,1.40425e-11,1.94348e-11,2.30406e-11,2.45287e-11,2.37621e-11,2.08114e-11,1.59477e-11,9.61815e-12,0
